OFFENSE_CODE,X,Y,Location,,DAY_OF_WEEK,DISTRICT,STREET,OCCURRED_ON_DATE,OFFENSE_DESCRIPTION
802,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",,Monday,A1,FANEUIL HALL MARKETPLACE,9/3/18,ASSAULT SIMPLE - BATTERY
413,42.30234412,-71.0763037,"(42.30234412, -71.07630370)",,Monday,C11,BOWDOIN AVE,9/3/18,ASSAULT - AGGRAVATED - BATTERY
2900,42.28929101,-71.10358494,"(42.28929101, -71.10358494)",,Monday,E13,AMERICAN LEGION HWY,9/3/18,VAL - VIOLATION OF AUTO LAW - OTHER
3410,42.28929101,-71.10358494,"(42.28929101, -71.10358494)",,Monday,E13,AMERICAN LEGION HWY,9/3/18,TOWED MOTOR VEHICLE
802,42.33893316,-71.08114319,"(42.33893316, -71.08114319)",,Monday,,,9/3/18,ASSAULT SIMPLE - BATTERY
3820,42.36865862,-71.03924873,"(42.36865862, -71.03924873)",,Monday,A7,SUMNER ST,9/3/18,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY
3114,42.33953776,-71.07472432,"(42.33953776, -71.07472432)",,Monday,D4,SHAWMUT AVE,9/3/18,INVESTIGATE PROPERTY
3301,42.28935481,-71.06767297,"(42.28935481, -71.06767297)",,Sunday,C11,TALBOT AVE,9/2/18,VERBAL DISPUTE
802,42.28984188,-71.05843518,"(42.28984188, -71.05843518)",,Sunday,C11,DAWSON ST,9/2/18,ASSAULT SIMPLE - BATTERY
802,42.30108481,-71.06390782,"(42.30108481, -71.06390782)",,Sunday,C11,DITSON ST,9/2/18,ASSAULT SIMPLE - BATTERY
802,42.34107714,-71.0723957,"(42.34107714, -71.07239570)",,Monday,D4,SHAWMUT AVE,9/3/18,ASSAULT SIMPLE - BATTERY
619,42.35293536,-71.14050052,"(42.35293536, -71.14050052)",,Sunday,D14,GORDON ST,9/2/18,LARCENY ALL OTHERS
520,42.28413536,-71.06957385,"(42.28413536, -71.06957385)",,Sunday,C11,BURT ST,9/2/18,BURGLARY - RESIDENTIAL - FORCE
2007,42.28413536,-71.06957385,"(42.28413536, -71.06957385)",,Sunday,C11,BURT ST,9/2/18,VIOL. OF RESTRAINING ORDER W NO ARREST
3801,42.34944475,-71.07072461,"(42.34944475, -71.07072461)",,Sunday,A1,COLUMBUS AVE,9/2/18,M/V ACCIDENT - OTHER
802,42.34412622,-71.09760878,"(42.34412622, -71.09760878)",,Sunday,D4,JERSEY ST,9/2/18,ASSAULT SIMPLE - BATTERY
1402,42.30782846,-71.05837474,"(42.30782846, -71.05837474)",,Sunday,C11,DORCHESTER AVE,9/2/18,VANDALISM
613,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",,Sunday,C6,ALLSTATE RD,9/2/18,LARCENY SHOPLIFTING
802,42.3173029,-71.05793388,"(42.31730290, -71.05793388)",,Sunday,C11,TAFT ST,9/2/18,ASSAULT SIMPLE - BATTERY
619,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",,Sunday,D4,COMMONWEALTH AVE,9/2/18,LARCENY ALL OTHERS
3006,42.25874573,-71.12243682,"(42.25874573, -71.12243682)",,Sunday,E18,HARVARD AVE,9/2/18,SICK/INJURED/MEDICAL - PERSON
3115,42.26506676,-71.09768522,"(42.26506676, -71.09768522)",,Sunday,E18,MALTA ST,9/2/18,INVESTIGATE PERSON
3114,42.27219089,-71.09351043,"(42.27219089, -71.09351043)",,Sunday,B3,BLUE HILL AVE,9/2/18,INVESTIGATE PROPERTY
3006,42.37638326,-71.03124103,"(42.37638326, -71.03124103)",,Sunday,A7,CHELSEA ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
3114,42.27376816,-71.08919673,"(42.27376816, -71.08919673)",,Sunday,B3,W SELDEN ST,9/2/18,INVESTIGATE PROPERTY
413,42.31501293,-71.0975669,"(42.31501293, -71.09756690)",,Sunday,E13,COLUMBUS AVE,9/2/18,ASSAULT - AGGRAVATED - BATTERY
2405,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",,Sunday,A1,BOYLSTON ST,9/2/18,DISORDERLY CONDUCT
2610,42.3523119,-71.0637051,"(42.35231190, -71.06370510)",,Sunday,A1,BOYLSTON ST,9/2/18,TRESPASSING
3301,42.33013124,-71.10138008,"(42.33013124, -71.10138008)",,Sunday,B2,HILLSIDE ST,9/2/18,VERBAL DISPUTE
413,42.30396336,-71.05924636,"(42.30396336, -71.05924636)",,Sunday,C11,DORCHESTER AVE,9/2/18,ASSAULT - AGGRAVATED - BATTERY
3006,42.31668732,-71.11261214,"(42.31668732, -71.11261214)",,Sunday,E13,ROBINWOOD AVE,9/2/18,SICK/INJURED/MEDICAL - PERSON
3801,42.35332464,-71.05727637,"(42.35332464, -71.05727637)",,Sunday,A1,SUMMER ST,9/2/18,M/V ACCIDENT - OTHER
3115,42.32177032,-71.09779774,"(42.32177032, -71.09779774)",,Sunday,B2,SLAYTON WAY,9/2/18,INVESTIGATE PERSON
1402,42.33292583,-71.02709025,"(42.33292583, -71.02709025)",,Sunday,C6,P ST,9/2/18,VANDALISM
2648,42.33292583,-71.02709025,"(42.33292583, -71.02709025)",,Sunday,C6,P ST,9/2/18,BOMB THREAT
3108,42.28523455,-71.05509673,"(42.28523455, -71.05509673)",,Sunday,C11,ADAMS ST,9/2/18,"FIRE REPORT - HOUSE, BUILDING, ETC."
2905,42.31138549,-71.08113966,"(42.31138549, -71.08113966)",,Sunday,,,9/2/18,VAL - OPERATING WITHOUT LICENSE
3802,42.31138549,-71.08113966,"(42.31138549, -71.08113966)",,Sunday,,,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3115,42.34901954,-71.08130134,"(42.34901954, -71.08130134)",,Sunday,D4,BOYLSTON ST,9/2/18,INVESTIGATE PERSON
3803,42.31022711,-71.07233091,"(42.31022711, -71.07233091)",,Sunday,,,9/2/18,M/V ACCIDENT - PERSONAL INJURY
3501,42.30776342,-71.06683062,"(42.30776342, -71.06683062)",,Sunday,C11,COLEMAN ST,9/2/18,MISSING PERSON
3006,42.3197573,-71.05428941,"(42.31975730, -71.05428941)",,Sunday,C11,CARSON ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
423,42.32955354,-71.09357444,"(42.32955354, -71.09357444)",,Sunday,B2,CENTRE ST,9/2/18,ASSAULT - AGGRAVATED
802,42.32955354,-71.09357444,"(42.32955354, -71.09357444)",,Sunday,B2,CENTRE ST,9/2/18,ASSAULT SIMPLE - BATTERY
802,42.27531312,-71.11587798,"(42.27531312, -71.11587798)",,Sunday,E18,AMERICAN LEGION HWY,9/2/18,ASSAULT SIMPLE - BATTERY
2647,42.33561661,-71.03641895,"(42.33561661, -71.03641895)",,Sunday,C6,E BROADWAY,9/2/18,THREATS TO DO BODILY HARM
3207,42.349056,-71.1504985,"(42.34905600, -71.15049850)",,Sunday,D14,WASHINGTON ST,9/2/18,PROPERTY - FOUND
613,42.28187061,-71.08751152,"(42.28187061, -71.08751152)",,Sunday,B3,MORTON ST,9/2/18,LARCENY SHOPLIFTING
802,42.29417346,-71.07193797,"(42.29417346, -71.07193797)",,Sunday,C11,WASHINGTON ST,9/2/18,ASSAULT SIMPLE - BATTERY
3802,42.29389648,-71.08451577,"(42.29389648, -71.08451577)",,Sunday,B3,TALBOT AVE,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3803,42.31791574,-71.0821563,"(42.31791574, -71.08215630)",,Sunday,B2,MARTIN LUTHER KING JR BLV,9/2/18,M/V ACCIDENT - PERSONAL INJURY
3301,42.29482381,-71.07603424,"(42.29482381, -71.07603424)",,Sunday,B3,PARK ST,9/2/18,VERBAL DISPUTE
3802,42.34724186,-71.14870339,"(42.34724186, -71.14870339)",,Sunday,D14,WASHINGTON ST,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3301,42.24077498,-71.13536804,"(42.24077498, -71.13536804)",,Sunday,E18,READVILLE ST,9/2/18,VERBAL DISPUTE
1402,42.32547536,-71.10253482,"(42.32547536, -71.10253482)",,Sunday,E13,HORAN WAY,9/2/18,VANDALISM
613,42.31322413,-71.05715277,"(42.31322413, -71.05715277)",,Sunday,C11,DORCHESTER AVE,9/2/18,LARCENY SHOPLIFTING
670,42.34868544,-71.06608848,"(42.34868544, -71.06608848)",,Sunday,A1,TREMONT ST,9/2/18,RECOVERED STOLEN PLATE
615,42.34868544,-71.06608848,"(42.34868544, -71.06608848)",,Tuesday,A1,TREMONT ST,8/28/18,LARCENY THEFT OF MV PARTS & ACCESSORIES
3116,-1,-1,"(-1.00000000, -1.00000000)",,Sunday,,ROWES,9/2/18,HARBOR INCIDENT / VIOLATION
802,42.356585,-71.06189505,"(42.35658500, -71.06189505)",,Sunday,A1,TREMONT ST,9/2/18,ASSAULT SIMPLE - BATTERY
3802,42.35311458,-71.04842121,"(42.35311458, -71.04842121)",,Sunday,C6,SEAPORT BLVD,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3006,42.3075244,-71.08720471,"(42.30752440, -71.08720471)",,Sunday,B2,NAZING CT,9/2/18,SICK/INJURED/MEDICAL - PERSON
3301,42.32198656,-71.06280666,"(42.32198656, -71.06280666)",,Sunday,C6,MASSACHUSETTS AVE,9/2/18,VERBAL DISPUTE
3201,42.35179211,-71.13023989,"(42.35179211, -71.13023989)",,Friday,D14,LINDEN ST,8/31/18,PROPERTY - LOST
1504,42.34717072,-71.09855075,"(42.34717072, -71.09855075)",,Sunday,D4,BROOKLINE AVE,9/2/18,WEAPON - OTHER - OTHER VIOLATION
423,42.34717072,-71.09855075,"(42.34717072, -71.09855075)",,Sunday,D4,BROOKLINE AVE,9/2/18,ASSAULT - AGGRAVATED
2405,42.34717072,-71.09855075,"(42.34717072, -71.09855075)",,Sunday,D4,BROOKLINE AVE,9/2/18,DISORDERLY CONDUCT
3006,42.30870401,-71.06844484,"(42.30870401, -71.06844484)",,Sunday,C11,BARRY ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
2629,42.33783948,-71.02929361,"(42.33783948, -71.02929361)",,Sunday,C6,O ST,9/2/18,HARASSMENT
3831,42.32522448,-71.07821131,"(42.32522448, -71.07821131)",,Friday,B2,FAIRLAND ST,8/31/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
1830,42.36967378,-71.04155054,"(42.36967378, -71.04155054)",,Sunday,A7,SUMNER ST,9/2/18,DRUGS - SICK ASSIST - HEROIN
3831,42.27882254,-71.06951915,"(42.27882254, -71.06951915)",,Saturday,,,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3006,42.3140129,-71.08635277,"(42.31401290, -71.08635277)",,Sunday,B2,WAUMBECK ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
614,42.3502537,-71.13336819,"(42.35025370, -71.13336819)",,Saturday,D14,GLENVILLE AVE,9/1/18,LARCENY THEFT FROM MV - NON-ACCESSORY
614,42.32851529,-71.07653709,"(42.32851529, -71.07653709)",,Sunday,B2,ADAMS ST,9/2/18,LARCENY THEFT FROM MV - NON-ACCESSORY
1402,42.32851529,-71.07653709,"(42.32851529, -71.07653709)",,Sunday,B2,ADAMS ST,9/2/18,VANDALISM
2405,42.35626508,-71.06226479,"(42.35626508, -71.06226479)",,Sunday,,,9/2/18,DISORDERLY CONDUCT
3108,42.29339151,-71.062944,"(42.29339151, -71.06294400)",,Sunday,C11,CENTRE ST,9/2/18,"FIRE REPORT - HOUSE, BUILDING, ETC."
3820,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",,Sunday,D4,BOYLSTON ST,9/2/18,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY
361,42.37725644,-71.03667354,"(42.37725644, -71.03667354)",,Sunday,A7,MARION ST,9/2/18,ROBBERY - OTHER
3006,42.29528529,-71.07740522,"(42.29528529, -71.07740522)",,Sunday,B3,MILLET ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
802,42.34070886,-71.07473698,"(42.34070886, -71.07473698)",,Sunday,D4,SAN JUAN ST,9/2/18,ASSAULT SIMPLE - BATTERY
2006,42.34070886,-71.07473698,"(42.34070886, -71.07473698)",,Sunday,D4,SAN JUAN ST,9/2/18,VIOL. OF RESTRAINING ORDER W ARREST
801,42.32561013,-71.10449956,"(42.32561013, -71.10449956)",,Sunday,E13,WALDEN ST,9/2/18,ASSAULT - SIMPLE
3831,42.32537833,-71.10765077,"(42.32537833, -71.10765077)",,Sunday,E13,DAY ST,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3114,42.2874272,-71.07853773,"(42.28742720, -71.07853773)",,Sunday,B3,NORFOLK ST,9/2/18,INVESTIGATE PROPERTY
1843,42.25378838,-71.11950948,"(42.25378838, -71.11950948)",,Sunday,E18,SECOND NEW WAY,9/2/18,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP
1849,42.25378838,-71.11950948,"(42.25378838, -71.11950948)",,Sunday,E18,SECOND NEW WAY,9/2/18,"DRUGS - POSS CLASS B - COCAINE, ETC."
1810,42.25378838,-71.11950948,"(42.25378838, -71.11950948)",,Sunday,E18,SECOND NEW WAY,9/2/18,DRUGS - SALE / MANUFACTURING
3006,42.32688327,-71.07390946,"(42.32688327, -71.07390946)",,Sunday,B2,GEORGE ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
3831,42.32217348,-71.08506711,"(42.32217348, -71.08506711)",,Sunday,B2,WALNUT AVE,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3115,42.30665046,-71.10275907,"(42.30665046, -71.10275907)",,Sunday,,,9/2/18,INVESTIGATE PERSON
3006,42.26496475,-71.12123167,"(42.26496475, -71.12123167)",,Sunday,E18,HYDE PARK AVE,9/2/18,SICK/INJURED/MEDICAL - PERSON
724,42.29293522,-71.07575826,"(42.29293522, -71.07575826)",,Sunday,B3,SPENCER ST,9/2/18,AUTO THEFT
3831,42.36644912,-71.0548399,"(42.36644912, -71.05483990)",,Sunday,A1,HULL ST,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
616,42.33974218,-71.07960918,"(42.33974218, -71.07960918)",,Sunday,,,9/2/18,LARCENY THEFT OF BICYCLE
1402,42.33974218,-71.07960918,"(42.33974218, -71.07960918)",,Sunday,,,9/2/18,VANDALISM
619,42.25667872,-71.11853971,"(42.25667872, -71.11853971)",,Friday,E18,WALTER ST,8/24/18,LARCENY ALL OTHERS
1402,42.28164735,-71.07111848,"(42.28164735, -71.07111848)",,Sunday,C11,WASHINGTON ST,9/2/18,VANDALISM
3410,42.34888872,-71.1335453,"(42.34888872, -71.13354530)",,Sunday,D14,COMMONWEALTH AVE,9/2/18,TOWED MOTOR VEHICLE
802,42.29919694,-71.06046974,"(42.29919694, -71.06046974)",,Sunday,C11,DORCHESTER AVE,9/2/18,ASSAULT SIMPLE - BATTERY
616,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",,Sunday,A1,WASHINGTON ST,9/2/18,LARCENY THEFT OF BICYCLE
3114,42.24725578,-71.11958581,"(42.24725578, -71.11958581)",,Sunday,E18,DANA AVE,9/2/18,INVESTIGATE PROPERTY
3114,42.30803768,-71.08359213,"(42.30803768, -71.08359213)",,Sunday,B2,BLUE HILL AVE,9/2/18,INVESTIGATE PROPERTY
3114,42.32088524,-71.11058918,"(42.32088524, -71.11058918)",,Sunday,E13,CENTRE ST,9/2/18,INVESTIGATE PROPERTY
311,42.37167264,-71.06326413,"(42.37167264, -71.06326413)",,Sunday,A15,RUTHERFORD AVE,9/2/18,ROBBERY - COMMERCIAL
3006,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",,Sunday,B2,WASHINGTON ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
619,42.33382906,-71.05128729,"(42.33382906, -71.05128729)",,Sunday,C6,F ST,9/2/18,LARCENY ALL OTHERS
2647,42.29017432,-71.08808525,"(42.29017432, -71.08808525)",,Sunday,B3,STRATTON ST,9/2/18,THREATS TO DO BODILY HARM
3301,42.29017432,-71.08808525,"(42.29017432, -71.08808525)",,Sunday,B3,STRATTON ST,9/2/18,VERBAL DISPUTE
3006,42.29514664,-71.05860832,"(42.29514664, -71.05860832)",,Sunday,C11,LESLIE ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
1402,42.31362799,-71.09560307,"(42.31362799, -71.09560307)",,Saturday,E13,COLUMBUS AVE,9/1/18,VANDALISM
1402,42.29629726,-71.08115283,"(42.29629726, -71.08115283)",,Sunday,B3,HARVARD ST,9/2/18,VANDALISM
301,42.34863242,-71.06553747,"(42.34863242, -71.06553747)",,Sunday,,,9/2/18,ROBBERY - STREET
3115,42.30336787,-71.06827221,"(42.30336787, -71.06827221)",,Sunday,C11,TOPLIFF ST,9/2/18,INVESTIGATE PERSON
3114,42.34295335,-71.08833139,"(42.34295335, -71.08833139)",,Saturday,D4,SYMPHONY RD,9/1/18,INVESTIGATE PROPERTY
3831,42.37749764,-71.05031219,"(42.37749764, -71.05031219)",,Sunday,A15,FIRST AVE,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3006,42.25387435,-71.12912445,"(42.25387435, -71.12912445)",,Sunday,E18,RIVER ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
3831,42.30973269,-71.08734852,"(42.30973269, -71.08734852)",,Sunday,B2,ELM HILL AVE,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3201,42.30994883,-71.08146033,"(42.30994883, -71.08146033)",,Sunday,B2,STANWOOD ST,9/2/18,PROPERTY - LOST
613,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",,Saturday,D4,BOYLSTON ST,9/1/18,LARCENY SHOPLIFTING
3115,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",,Sunday,A1,NEW SUDBURY ST,9/2/18,INVESTIGATE PERSON
617,42.30736306,-71.07165237,"(42.30736306, -71.07165237)",,Saturday,C11,PURITAN AVE,8/25/18,LARCENY THEFT FROM BUILDING
802,42.35565209,-71.06289015,"(42.35565209, -71.06289015)",,Sunday,,,9/2/18,ASSAULT SIMPLE - BATTERY
413,42.35565209,-71.06289015,"(42.35565209, -71.06289015)",,Sunday,,,9/2/18,ASSAULT - AGGRAVATED - BATTERY
3301,42.27732507,-71.09483139,"(42.27732507, -71.09483139)",,Sunday,B3,MATTAPAN ST,9/2/18,VERBAL DISPUTE
3410,42.3575106,-71.12996479,"(42.35751060, -71.12996479)",,Sunday,D14,ROYAL ST,9/2/18,TOWED MOTOR VEHICLE
3006,42.29668913,-71.05555843,"(42.29668913, -71.05555843)",,Sunday,C11,NEPONSET AVE,9/2/18,SICK/INJURED/MEDICAL - PERSON
520,42.31014403,-71.08759179,"(42.31014403, -71.08759179)",,Sunday,B2,HOMESTEAD ST,9/2/18,BURGLARY - RESIDENTIAL - FORCE
3301,42.28158633,-71.06033424,"(42.28158633, -71.06033424)",,Sunday,C11,GALLIVAN BLVD,9/2/18,VERBAL DISPUTE
1001,42.28526024,-71.06444063,"(42.28526024, -71.06444063)",,Sunday,C11,DORCHESTER AVE,9/2/18,FORGERY / COUNTERFEITING
2647,42.26701085,-71.12096171,"(42.26701085, -71.12096171)",,Sunday,E18,HYDE PARK AVE,9/2/18,THREATS TO DO BODILY HARM
2907,42.34834528,-71.1499187,"(42.34834528, -71.14991870)",,Sunday,,,9/2/18,VAL - OPERATING AFTER REV/SUSP.
613,42.3479724,-71.07849582,"(42.34797240, -71.07849582)",,Sunday,D4,HUNTINGTON AVE,9/2/18,LARCENY SHOPLIFTING
1830,42.28281074,-71.09722321,"(42.28281074, -71.09722321)",,Sunday,B3,GILMER ST,9/2/18,DRUGS - SICK ASSIST - HEROIN
3803,42.34662361,-71.08740594,"(42.34662361, -71.08740594)",,Sunday,D4,HAVILAND ST,9/2/18,M/V ACCIDENT - PERSONAL INJURY
706,42.35275712,-71.08240215,"(42.35275712, -71.08240215)",,Saturday,D4,BEACON ST,9/1/18,AUTO THEFT - MOTORCYCLE / SCOOTER
3410,42.34274131,-71.05735681,"(42.34274131, -71.05735681)",,Sunday,C6,W BROADWAY,9/2/18,TOWED MOTOR VEHICLE
3006,42.29138891,-71.07599527,"(42.29138891, -71.07599527)",,Sunday,B3,TALBOT AVE,9/2/18,SICK/INJURED/MEDICAL - PERSON
3201,42.30573977,-71.06762362,"(42.30573977, -71.06762362)",,Saturday,C11,BOWDOIN ST,9/1/18,PROPERTY - LOST
3810,42.33041036,-71.11148382,"(42.33041036, -71.11148382)",,Sunday,E13,S HUNTINGTON AVE,9/2/18,M/V ACCIDENT - INVOLVING ÊBICYCLE - INJURY
802,42.32696802,-71.08051941,"(42.32696802, -71.08051941)",,Sunday,B2,GREENVILLE ST,9/2/18,ASSAULT SIMPLE - BATTERY
2647,42.32277007,-71.10445458,"(42.32277007, -71.10445458)",,Sunday,E13,CENTRE ST,9/2/18,THREATS TO DO BODILY HARM
2401,42.35934139,-71.05333104,"(42.35934139, -71.05333104)",,Sunday,A1,MCKINLEY SQ,9/2/18,AFFRAY
2405,42.35934139,-71.05333104,"(42.35934139, -71.05333104)",,Sunday,A1,MCKINLEY SQ,9/2/18,DISORDERLY CONDUCT
3501,42.30420472,-71.05919227,"(42.30420472, -71.05919227)",,Sunday,C11,DORCHESTER AVE,9/2/18,MISSING PERSON
2629,42.34600287,-71.14387725,"(42.34600287, -71.14387725)",,Friday,D14,FIDELIS WAY,6/15/18,HARASSMENT
613,42.35554806,-71.0607314,"(42.35554806, -71.06073140)",,Sunday,A1,WINTER ST,9/2/18,LARCENY SHOPLIFTING
1402,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",,Saturday,B2,SEAVER ST,9/1/18,VANDALISM
3501,42.30209443,-71.06575183,"(42.30209443, -71.06575183)",,Sunday,C11,RIDGEWOOD ST,9/2/18,MISSING PERSON
3301,42.29642169,-71.07045327,"(42.29642169, -71.07045327)",,Sunday,C11,GREENBRIER ST,9/2/18,VERBAL DISPUTE
301,42.32823419,-71.08328981,"(42.32823419, -71.08328981)",,Sunday,B2,WARREN ST,9/2/18,ROBBERY - STREET
413,42.32823419,-71.08328981,"(42.32823419, -71.08328981)",,Sunday,B2,WARREN ST,9/2/18,ASSAULT - AGGRAVATED - BATTERY
2403,42.3078312,-71.06529544,"(42.30783120, -71.06529544)",,Sunday,C11,BOWDOIN ST,9/2/18,DISTURBING THE PEACE
3301,42.38512136,-71.01150101,"(42.38512136, -71.01150101)",,Sunday,A7,BENNINGTON ST,9/2/18,VERBAL DISPUTE
413,42.30569111,-71.06164783,"(42.30569111, -71.06164783)",,Sunday,C11,ADAMS ST,9/2/18,ASSAULT - AGGRAVATED - BATTERY
3201,42.34439568,-71.08632016,"(42.34439568, -71.08632016)",,Wednesday,D4,MASSACHUSETTS AVE,8/29/18,PROPERTY - LOST
616,42.28854881,-71.06894162,"(42.28854881, -71.06894162)",,Friday,C11,WELLES AVE,8/31/18,LARCENY THEFT OF BICYCLE
3802,42.35053956,-71.13106722,"(42.35053956, -71.13106722)",,Sunday,D14,COMMONWEALTH AVE,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3831,42.2991897,-71.08150445,"(42.29918970, -71.08150445)",,Sunday,B3,GLENWAY ST,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
2646,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",,Sunday,B2,WASHINGTON ST,9/2/18,LIQUOR - DRINKING IN PUBLIC
3201,42.28968115,-71.09212545,"(42.28968115, -71.09212545)",,Sunday,B3,HARVARD ST,9/2/18,PROPERTY - LOST
3115,42.26448463,-71.10697097,"(42.26448463, -71.10697097)",,Sunday,E18,BLAKE ST,9/2/18,INVESTIGATE PERSON
3201,42.26548267,-71.10516125,"(42.26548267, -71.10516125)",,Sunday,E18,WINBOROUGH ST,9/2/18,PROPERTY - LOST
1402,42.3359851,-71.05008287,"(42.33598510, -71.05008287)",,Monday,C6,W FIFTH ST,7/30/18,VANDALISM
3001,42.29004265,-71.05725661,"(42.29004265, -71.05725661)",,Sunday,C11,TEMPLETON WAY,9/2/18,DEATH INVESTIGATION
613,42.2802082,-71.17087959,"(42.28020820, -71.17087959)",,Sunday,E5,VFW PKWY,9/2/18,LARCENY SHOPLIFTING
3831,42.36330598,-71.12841637,"(42.36330598, -71.12841637)",,Sunday,D14,WESTERN AVE,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3115,42.28743256,-71.0526387,"(42.28743256, -71.05263870)",,Sunday,C11,PIERCE AVE,9/2/18,INVESTIGATE PERSON
3802,42.38025398,-71.07113638,"(42.38025398, -71.07113638)",,Sunday,A15,RUTHERFORD AVE,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3802,42.34493428,-71.06366374,"(42.34493428, -71.06366374)",,Sunday,D4,HARRISON AVE,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3301,42.31286677,-71.07841587,"(42.31286677, -71.07841587)",,Sunday,B2,LAWRENCE AVE,9/2/18,VERBAL DISPUTE
3821,42.33556114,-71.03993118,"(42.33556114, -71.03993118)",,Sunday,C6,E BROADWAY,9/2/18,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY
619,42.28863812,-71.06631579,"(42.28863812, -71.06631579)",,Sunday,C11,TALBOT AVE,9/2/18,LARCENY ALL OTHERS
3831,42.33237733,-71.08237779,"(42.33237733, -71.08237779)",,Sunday,B2,WILLIAMS ST,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3831,42.27033908,-71.16975904,"(42.27033908, -71.16975904)",,Sunday,E5,LAURIE AVE,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
613,42.24124926,-71.12629908,"(42.24124926, -71.12629908)",,Sunday,E18,TRUMAN PKWY,9/2/18,LARCENY SHOPLIFTING
613,42.26496475,-71.12123167,"(42.26496475, -71.12123167)",,Sunday,E18,HYDE PARK AVE,9/2/18,LARCENY SHOPLIFTING
613,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",,Saturday,D4,BOYLSTON ST,9/1/18,LARCENY SHOPLIFTING
3811,42.3384845,-71.15509795,"(42.33848450, -71.15509795)",,Sunday,,,9/2/18,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY
2647,42.36394509,-71.05942841,"(42.36394509, -71.05942841)",,Sunday,A1,CANAL ST,9/2/18,THREATS TO DO BODILY HARM
3114,42.37916578,-71.03258617,"(42.37916578, -71.03258617)",,Sunday,A7,PUTNAM ST,9/2/18,INVESTIGATE PROPERTY
3201,42.35204779,-71.13180684,"(42.35204779, -71.13180684)",,Saturday,D14,HARVARD AVE,9/1/18,PROPERTY - LOST
3831,42.33332888,-71.10659534,"(42.33332888, -71.10659534)",,Friday,B2,HUNTINGTON AVE,8/31/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3201,42.28370031,-71.04776143,"(42.28370031, -71.04776143)",,Sunday,C11,GALLIVAN BLVD,9/2/18,PROPERTY - LOST
3006,42.30097791,-71.07077333,"(42.30097791, -71.07077333)",,Sunday,C11,CORONA ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
3410,42.31828902,-71.06265046,"(42.31828902, -71.06265046)",,Sunday,C11,ANNABEL ST,9/2/18,TOWED MOTOR VEHICLE
1402,42.25519156,-71.12761721,"(42.25519156, -71.12761721)",,Sunday,E18,RIVER ST,9/2/18,VANDALISM
3115,42.36033276,-71.0521729,"(42.36033276, -71.05217290)",,Saturday,A1,ATLANTIC AVE,9/1/18,INVESTIGATE PERSON
3831,42.31895064,-71.05449231,"(42.31895064, -71.05449231)",,Saturday,C11,CRESCENT AVE,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3115,42.349056,-71.1504985,"(42.34905600, -71.15049850)",,Sunday,D14,WASHINGTON ST,9/2/18,INVESTIGATE PERSON
